conv_id,input,category_original,confidence_original,matched_patterns,score_tarjeta,score_transferencia,score_crédito,score_saldo,score_queja,score_consulta
000502c2-288c-41f6-b751-a8b45a376a81,"Me enteré de una promo ""Supercashback Pagos Gubernamentales"" pero el registro es por correo. Cómo puedo hacer para que me llegue un correo con esa promoción? ","",ambiguous,pago;como\s+puedo,0,1,0,0,0,1
000502c2-288c-41f6-b751-a8b45a376a81,La tarjeta de crédito Hey Negocios es diferente de la TDC normal? ,tarjeta,high,tarjeta;credito;credito,2,0,1,0,0,0
000502c2-288c-41f6-b751-a8b45a376a81,"Entiendo, gracias ","",no_match,"",0,0,0,0,0,0
00221607-cdb2-47f2-a9ac-913d4c7744c6,Hola ,"",no_match,"",0,0,0,0,0,0
00221607-cdb2-47f2-a9ac-913d4c7744c6,Verificación de cuenta ,transferencia,low,cuenta,0,1,0,0,0,0
00221607-cdb2-47f2-a9ac-913d4c7744c6,Puedo enviar mis documentos de otra manera ,"",no_match,"",0,0,0,0,0,0
00221607-cdb2-47f2-a9ac-913d4c7744c6,B,"",no_match,"",0,0,0,0,0,0
00313dc9-042c-47ab-bb96-7cf1b0cf72d8,"Hola buenos días , me podrías dar información de un crédito personal  me aparece un crédito q dice aprobado , si solicito 15,000.  Cuáles serían los plazos y la mensualidad ",consulta,high,credito;credito;credito\s+personal;informacion;podria;informacion\s+de,1,0,1,0,0,3
00313dc9-042c-47ab-bb96-7cf1b0cf72d8,A 18 y  si se puede 24,consulta,low,puede,0,0,0,0,0,1
00313dc9-042c-47ab-bb96-7cf1b0cf72d8,Ok déjame checar y para solicitarlo fondo tendría q ir o comunicarme ,"",no_match,"",0,0,0,0,0,0
00313dc9-042c-47ab-bb96-7cf1b0cf72d8,"Y por 20,000 a 24 meses de cuánto sería la mensualidad ","",no_match,"",0,0,0,0,0,0
0043a634-e2dc-49e4-8637-c5221889458b,Hola aún se pueden hacer depósitos en Oxxo y 7 eleven ?,consulta,low,puede,0,0,0,0,0,1
0043a634-e2dc-49e4-8637-c5221889458b,En donde hay un kiosko hey en CDMX para adquirir una tarjeta ?,tarjeta,low,tarjeta,1,0,0,0,0,0
0043a634-e2dc-49e4-8637-c5221889458b,Que precio tiene la tarjeta física en el kiosko hey?,tarjeta,low,tarjeta,1,0,0,0,0,0
0043a634-e2dc-49e4-8637-c5221889458b,En el kiosko cuál es el precio de los productos?,consulta,low,cual\s+es,0,0,0,0,0,1
004571C9-2C12-4804-84EB-264403A5A3D7,Hola no me permite hacer una compra con mi téc,"",no_match,"",0,0,0,0,0,0
004571C9-2C12-4804-84EB-264403A5A3D7,Es compra en línea,"",no_match,"",0,0,0,0,0,0
004571C9-2C12-4804-84EB-264403A5A3D7,Horario de atención?,consulta,low,atencion,0,0,0,0,0,1
004571C9-2C12-4804-84EB-264403A5A3D7,Muchas gracias,"",no_match,"",0,0,0,0,0,0
006023cd-9ffc-41a8-a743-4fd9f1849ccf,Si me puedes guiar por favor!,consulta,low,puede,0,0,0,0,0,1
006023cd-9ffc-41a8-a743-4fd9f1849ccf,DHL me mando una notificación que mi tarjeta está e camino pero me muestra otra dirección a la que yo proporcione. Cual es el paso que debo seguir para corregir?,"",ambiguous,tarjeta;cual\s+es,1,0,0,0,0,1
006023cd-9ffc-41a8-a743-4fd9f1849ccf,Si por favor guíame!!,"",no_match,"",0,0,0,0,0,0
006023cd-9ffc-41a8-a743-4fd9f1849ccf,Es todo gracias!,"",no_match,"",0,0,0,0,0,0
00641D1C-F255-47D7-8ECF-9F7743A0E29C,Hola,"",no_match,"",0,0,0,0,0,0
00641D1C-F255-47D7-8ECF-9F7743A0E29C,Solo para ver eficaz si mi tarjeta ya quedó activada,tarjeta,low,tarjeta,1,0,0,0,0,0
00641D1C-F255-47D7-8ECF-9F7743A0E29C,Ok gracias,"",no_match,"",0,0,0,0,0,0
00641D1C-F255-47D7-8ECF-9F7743A0E29C,No,"",no_match,"",0,0,0,0,0,0
00641D1C-F255-47D7-8ECF-9F7743A0E29C,👍,"",no_match,"",0,0,0,0,0,0
006a37de-88ae-4e62-a42e-59f03bbf8dba,10000,"",no_match,"",0,0,0,0,0,0
006a37de-88ae-4e62-a42e-59f03bbf8dba,12 meses,"",no_match,"",0,0,0,0,0,0
006a37de-88ae-4e62-a42e-59f03bbf8dba,Quiero un préstamo personal,"",ambiguous,prestamo;prestamo\s+personal,0,0,1,0,0,0
006a37de-88ae-4e62-a42e-59f03bbf8dba,Si,"",no_match,"",0,0,0,0,0,0
006a37de-88ae-4e62-a42e-59f03bbf8dba,Ok,"",no_match,"",0,0,0,0,0,0
006a37de-88ae-4e62-a42e-59f03bbf8dba,No cuado me depositan,"",no_match,"",0,0,0,0,0,0
006a37de-88ae-4e62-a42e-59f03bbf8dba,Me avisan cuando esté mi deposito,"",no_match,"",0,0,0,0,0,0
006a37de-88ae-4e62-a42e-59f03bbf8dba,Me explica,"",no_match,"",0,0,0,0,0,0
006a37de-88ae-4e62-a42e-59f03bbf8dba,Nada gracias,"",no_match,"",0,0,0,0,0,0
006a37de-88ae-4e62-a42e-59f03bbf8dba,No,"",no_match,"",0,0,0,0,0,0
0075e69c-8aaf-4836-a131-db7475349444,"Quiero cambiar mi tarjeta virtual, que es lo que debo hacer?",tarjeta,low,tarjeta,1,0,0,0,0,0
0075e69c-8aaf-4836-a131-db7475349444,"No puedo esperar a que llegue su fecha de vencimiento, necesito cambiarla ahora",consulta,low,necesito,0,0,0,0,0,1
0075e69c-8aaf-4836-a131-db7475349444,"Necesito cancelar un cargo recurrente pero no puedo ni con ustedes ni con la otra empresa y no voy a estar perdiendo dinero porque no me ayudan, ni siquiera bloqueando la tarjeta virtual me dejan de quitar el dinero, entonces realmente no funciona como debería ni tanta seguridad que dicen tener, si no me pueden resolver algo tan simple como cambiar mi tarjeta virtual entonces tendré que cancelar mi cuenta y mudarme a otro banco. ","",ambiguous,tarjeta;cuenta;banco;no\s+funciona;necesito;puede,1,2,0,0,1,2
0075e69c-8aaf-4836-a131-db7475349444,"Ya eh bloqueado la tarjeta y aún así me quitan el dinero, no sirve. ",tarjeta,low,tarjeta,1,0,0,0,0,0
0075e69c-8aaf-4836-a131-db7475349444,"Bueno si no puedo cancelar o cambiar mi tarjeta virtual entonces tendré que cancelar mi cuenta con usted, muchas gracias.","",ambiguous,tarjeta;cuenta,1,1,0,0,0,0
009F160A-CC26-419A-AE88-4AEE1B82EE03,Requisitos,"",no_match,"",0,0,0,0,0,0
009F160A-CC26-419A-AE88-4AEE1B82EE03,Marcas de auto,"",no_match,"",0,0,0,0,0,0
009F160A-CC26-419A-AE88-4AEE1B82EE03,Monto de crédito de auto hey,"",ambiguous,credito;monto;credito;auto\s+hey,1,1,1,0,0,0
009F160A-CC26-419A-AE88-4AEE1B82EE03,Como inicio la solicitud de crédito,"",ambiguous,credito;credito,1,0,1,0,0,0
00A7C772-1E7B-4540-A74D-8AEBDB266EA2,Crédito auto,"",ambiguous,credito;credito;credito\s+auto,1,0,1,0,0,0
00A7C772-1E7B-4540-A74D-8AEBDB266EA2,Si,"",no_match,"",0,0,0,0,0,0
00A7C772-1E7B-4540-A74D-8AEBDB266EA2,100000 a 24 meses y enganche de 20000,credito_auto,low,enganche,0,0,0,0,0,0
00A7C772-1E7B-4540-A74D-8AEBDB266EA2,Cómo solicitar,"",no_match,"",0,0,0,0,0,0
00F301C0-23AE-406A-84DE-EA117DD2DF56,Donde puedo pagar impuestos a hacienda,"",no_match,"",0,0,0,0,0,0
00F301C0-23AE-406A-84DE-EA117DD2DF56,Y para pagar directamente en la app,"",no_match,"",0,0,0,0,0,0
00F301C0-23AE-406A-84DE-EA117DD2DF56,No aparece hacienda en la parte de gobiernos y municipios,"",no_match,"",0,0,0,0,0,0
00F301C0-23AE-406A-84DE-EA117DD2DF56,Si revisa,"",no_match,"",0,0,0,0,0,0
00F301C0-23AE-406A-84DE-EA117DD2DF56,Tiene que ser a hacienda,"",no_match,"",0,0,0,0,0,0
00F301C0-23AE-406A-84DE-EA117DD2DF56,Si cuales son los pasos?,"",no_match,"",0,0,0,0,0,0
00FC0F5F-DE74-490F-9E14-E90F3F691C22,"Hola, algún número para llamar para atención de clientes?",consulta,high,atencion;numero,0,0,0,0,0,2
00FC0F5F-DE74-490F-9E14-E90F3F691C22,Cómo puedo reportar un cargo en mi cuenta de crédito,"",ambiguous,credito;cuenta;credito;como\s+puedo,1,1,1,0,0,1
00FC0F5F-DE74-490F-9E14-E90F3F691C22,"Si, guíame por favor","",no_match,"",0,0,0,0,0,0
00FC0F5F-DE74-490F-9E14-E90F3F691C22,En mi app no me da la opción de seleccionar el movimiento,consulta,low,opcion,0,0,0,0,0,1
00a68206-c6b6-4512-b4dc-03ec8082ec9c,"Para realizar un retiro sin tarjeta me solicitan el nip de la tarjeta, Pero si nunca la he solicitado, puedo hacer un retiro sin dicha Si nunca he tenido la tarjeta física puedo hacer retiros sin tarjeta?? ",tarjeta,low,tarjeta,1,0,0,0,0,0
00a68206-c6b6-4512-b4dc-03ec8082ec9c,"Ya hice este proceso, pero cuando fui al cajero de BanCoppel se me solicitó el código de 12 dígitos y el nip de 4 dígitos el cual no tengo porque nunca he tramitado la tarjeta física ","",ambiguous,tarjeta;banco,1,1,0,0,0,0
00a68206-c6b6-4512-b4dc-03ec8082ec9c,"Si no hay un cajero automático de Banregio cerca de mi domicilio, hay algún otro banco que me permita realizar la misma operación?",transferencia,low,banco,0,1,0,0,0,0
00a68206-c6b6-4512-b4dc-03ec8082ec9c,Solicitar la tarjeta física tiene algún costo?,tarjeta,low,tarjeta,1,0,0,0,0,0
00a68206-c6b6-4512-b4dc-03ec8082ec9c,Puedo acudír a algún lugar para tramitar la tarjeta y así evitar el costo de envío?,tarjeta,low,tarjeta,1,0,0,0,0,0
00a68206-c6b6-4512-b4dc-03ec8082ec9c,"Si por favor, ayúdame a ubicar la Fan shop más cercana ","",no_match,"",0,0,0,0,0,0
00a68206-c6b6-4512-b4dc-03ec8082ec9c,Cómo creo la tarjeta virtual?,tarjeta,low,tarjeta,1,0,0,0,0,0
00a68206-c6b6-4512-b4dc-03ec8082ec9c,En la ciudad de México por favor ,"",no_match,"",0,0,0,0,0,0
00a68206-c6b6-4512-b4dc-03ec8082ec9c,"Actualmente tengo dos cuentas de Hey a mi nombre, puedo tener una tarjeta por cada cuenta?","",ambiguous,tarjeta;cuenta,1,1,0,0,0,0
00a68206-c6b6-4512-b4dc-03ec8082ec9c,Cómo veo los datos de la tarjeta virtual? 🙂,consulta,high,tarjeta;datos;datos\s+de,1,0,0,0,0,2
00a68206-c6b6-4512-b4dc-03ec8082ec9c,"Muchísimas gracias por toda la información, ",consulta,low,informacion,0,0,0,0,0,1
00a85adc-9346-4e79-bf4b-795467cc02d6,Ocupo ,"",no_match,"",0,0,0,0,0,0
00a85adc-9346-4e79-bf4b-795467cc02d6,Préstamo ,crédito,low,prestamo,0,0,1,0,0,0
00a85adc-9346-4e79-bf4b-795467cc02d6,Si me interesa ,"",no_match,"",0,0,0,0,0,0
00a85adc-9346-4e79-bf4b-795467cc02d6,Crédito Personal ,"",ambiguous,credito;credito;credito\s+personal,1,0,1,0,0,0
00a85adc-9346-4e79-bf4b-795467cc02d6,1000,"",no_match,"",0,0,0,0,0,0
00a85adc-9346-4e79-bf4b-795467cc02d6,1000,"",no_match,"",0,0,0,0,0,0
00c6e47b-ef6a-4cda-952e-df513168fbc2,Cargo rechazado ,"",no_match,"",0,0,0,0,0,0
00c6e47b-ef6a-4cda-952e-df513168fbc2,Cargo domiciliado rechazado el dia 18/02/2026 2:52hrs,"",no_match,"",0,0,0,0,0,0
00c6e47b-ef6a-4cda-952e-df513168fbc2,Porque el cargo de Netflix fue rechazado ,"",no_match,"",0,0,0,0,0,0
00c6e47b-ef6a-4cda-952e-df513168fbc2,Que es el parámetro de compras,"",no_match,"",0,0,0,0,0,0
00c6e47b-ef6a-4cda-952e-df513168fbc2,Donde modifico el parámetro de compras,"",no_match,"",0,0,0,0,0,0
00d6daf3-b9f9-4786-98b2-4d2a36b1d276," Gaby ,  ¿  sabes  qué ?  tengo  una  duda .","",no_match,"",0,0,0,0,0,0
00d6daf3-b9f9-4786-98b2-4d2a36b1d276, ¿  Sabe si  todavía  puedo  ir a  hacer  depósitos a  Banregio ?,"",no_match,"",0,0,0,0,0,0
00d6daf3-b9f9-4786-98b2-4d2a36b1d276," Sale :  Oye ,  tengo  otra  duda .  ¿  Sabes  que  necesito  cambiar  billetes  de  100  por  billetes  de  20 ?  ¿  Crees  que ,  en  Barrejo ,  me  los  cambien ?",consulta,low,necesito,0,0,0,0,0,1
00d6daf3-b9f9-4786-98b2-4d2a36b1d276, ¿  Me  cuentas  un  chiste ?,transferencia,low,cuenta,0,1,0,0,0,0
00d6daf3-b9f9-4786-98b2-4d2a36b1d276, Otra  duda .  ¿  Me  podrías  decir  cómo  se  puede  ver  la  tasa  de  interés  de  mi  tarjeta  de  crédito ?,"",ambiguous,tarjeta;credito;credito;tasa;tasa\s+de\s+interes;podria;puede,2,0,2,0,0,2
00d6daf3-b9f9-4786-98b2-4d2a36b1d276," Oye ,  ¿  me  podrías  decir  cuánto  es  el  cashback si  contrato  la  anualidad ?",consulta,low,podria,0,0,0,0,0,1
00d6daf3-b9f9-4786-98b2-4d2a36b1d276," Muchas  gracias  por  todo ,  Javi .","",no_match,"",0,0,0,0,0,0
00ec016e-8bc0-49a5-b5e9-cb13148c4ecc,Si cumplo con esos requisitos ,"",no_match,"",0,0,0,0,0,0
00ec016e-8bc0-49a5-b5e9-cb13148c4ecc,Soy sujeto a crédito automotriz?,credito_auto,high,credito;credito;credito\s+auto;credito\s+automotriz,1,0,1,0,0,0
00ec016e-8bc0-49a5-b5e9-cb13148c4ecc,Si,"",no_match,"",0,0,0,0,0,0
00ec016e-8bc0-49a5-b5e9-cb13148c4ecc,"Monto total 499,900, Plazo 60 meses, enganche 100,000 pesos, año vehículo 2026","",ambiguous,monto;enganche,0,1,0,0,0,0
00ec016e-8bc0-49a5-b5e9-cb13148c4ecc,Me interesa ,"",no_match,"",0,0,0,0,0,0
00ec016e-8bc0-49a5-b5e9-cb13148c4ecc,Estaré en espera de la invitación ,"",no_match,"",0,0,0,0,0,0
010828c7-12ee-4c34-9096-b2b0892e8457, Tengo  problemas  con  una  transferencia .,"",ambiguous,transferencia;problema,0,1,0,0,1,0
010828c7-12ee-4c34-9096-b2b0892e8457, El  monto  son y 200409 pesos .,transferencia,low,monto,0,1,0,0,0,0
010828c7-12ee-4c34-9096-b2b0892e8457," ¿  Cuál  es  el  teléfono ?  ¿  Me  lo  podrías  repetir ,  por  favor ?",consulta,high,podria;cual\s+es,0,0,0,0,0,2
010828c7-12ee-4c34-9096-b2b0892e8457," Gracias ,  te  agradezco ,  ya  me  estoy  comunicando .","",no_match,"",0,0,0,0,0,0
0112ff7c-4519-4fd9-bf78-dc8e887e4890,Diferir deuda ,"",no_match,"",0,0,0,0,0,0
0112ff7c-4519-4fd9-bf78-dc8e887e4890,Me refiero a transferir deuda de un banco hacia mi tarjeta de crédito hey ,"",ambiguous,tarjeta;credito;transferir;banco;credito,2,2,1,0,0,0
0112ff7c-4519-4fd9-bf78-dc8e887e4890,Si no me deja hacerlo me arroja un error ,queja,low,error,0,0,0,0,1,0
0112ff7c-4519-4fd9-bf78-dc8e887e4890,No me puede atender un ejecutivo ,consulta,low,puede,0,0,0,0,0,1
0112ff7c-4519-4fd9-bf78-dc8e887e4890,Desde aquí no pueden atenderme ?,consulta,low,puede,0,0,0,0,0,1
0112ff7c-4519-4fd9-bf78-dc8e887e4890,Osea todo es por llamada ,"",no_match,"",0,0,0,0,0,0
013455c7-d5ae-4bdd-9e05-88bcc2ae90a3,Hola havi,"",no_match,"",0,0,0,0,0,0
013455c7-d5ae-4bdd-9e05-88bcc2ae90a3,Cuándo me llega un préstamo para auto?,crédito,low,prestamo,0,0,1,0,0,0
013455c7-d5ae-4bdd-9e05-88bcc2ae90a3,Proceso de pre-autorizacion del crédito de auto hey,"",ambiguous,credito;credito;auto\s+hey,1,0,1,0,0,0
013455c7-d5ae-4bdd-9e05-88bcc2ae90a3,Cómo solicito contrato de crédito de auto?,"",ambiguous,credito;credito,1,0,1,0,0,0
01657427-8f7c-4238-90bb-da4f805048b6,Si mi tarjeta esta bloqueada ya no pueden hacerme cargos verdad?,"",ambiguous,tarjeta;puede,1,0,0,0,0,1
01657427-8f7c-4238-90bb-da4f805048b6,Ni cargos como wetransfer?,"",no_match,"",0,0,0,0,0,0
01657427-8f7c-4238-90bb-da4f805048b6,Transferencia con la tarjeta bloqueada si puedo hacer?,"",ambiguous,tarjeta;transferencia,1,1,0,0,0,0
01657427-8f7c-4238-90bb-da4f805048b6,Gracias ,"",no_match,"",0,0,0,0,0,0
01831d4f-d827-4b1c-a9fa-398b04195564,Puedo hacer retiro sin tarjeta en cajero hsbc,tarjeta,low,tarjeta,1,0,0,0,0,0
01831d4f-d827-4b1c-a9fa-398b04195564,No puedo retirar en hsbc,"",no_match,"",0,0,0,0,0,0
01831d4f-d827-4b1c-a9fa-398b04195564,Puedo retirar en hsbc,"",no_match,"",0,0,0,0,0,0
01831d4f-d827-4b1c-a9fa-398b04195564,El cajero hsbc solo me va a pedir la numeración que me genero la app verdad,"",no_match,"",0,0,0,0,0,0
01902563-3C2D-4848-9F00-54076FE880BE,Si me suscribo a hey fan se renuevan mis inversiones de 4 % a la nueva taza ?,"",no_match,"",0,0,0,0,0,0
01902563-3C2D-4848-9F00-54076FE880BE,Pero me tengo que esperar a que se renueven ?,"",no_match,"",0,0,0,0,0,0
01902563-3C2D-4848-9F00-54076FE880BE,Por ejemplo si mi inversión dice que se renueva el 29 de abril que sucede ?,"",no_match,"",0,0,0,0,0,0
01902563-3C2D-4848-9F00-54076FE880BE,Actualmente la tengo activa al 4. Tengo que esperar hasta el 29 para que aplique la nueva tasa ?,crédito,low,tasa,0,0,1,0,0,0
01b337fb-8849-4b86-bfab-498ab9423e66,Hola me interesa un credito de auto,"",ambiguous,credito;credito,1,0,1,0,0,0
01b337fb-8849-4b86-bfab-498ab9423e66,"Recibo un ingreso mensual de $22,000","",no_match,"",0,0,0,0,0,0
01b337fb-8849-4b86-bfab-498ab9423e66,Uno de 60 meses,"",no_match,"",0,0,0,0,0,0
01b337fb-8849-4b86-bfab-498ab9423e66,"$90,000 de crédito y un enganche de $8,000","",ambiguous,credito;credito;enganche,1,0,1,0,0,0
01b337fb-8849-4b86-bfab-498ab9423e66,Como solciito este credito ay que hace algunos años quede mal en buro y hasta ahorita nose como resolver eso,"",ambiguous,credito;credito,1,0,1,0,0,0
01e339e2691d5d7dbef0cb0d66ea640c,"En la imagen muestro, hasta donde puedo acceder.","",no_match,"",0,0,0,0,0,0
01e339e2691d5d7dbef0cb0d66ea640c,Me puedes decir donde o con quien hablar para poder  acceder,consulta,high,puede;hablar,0,0,0,0,0,2
01e339e2691d5d7dbef0cb0d66ea640c,Me puedes decir  por fabor que num marcar despues de escuchar el menu?,consulta,low,puede,0,0,0,0,0,1
01e339e2691d5d7dbef0cb0d66ea640c,Favor!,"",no_match,"",0,0,0,0,0,0
01e339e2691d5d7dbef0cb0d66ea640c,Gracias!!,"",no_match,"",0,0,0,0,0,0
01e3eedc-6114-462f-beb4-33cdb2984250,No,"",no_match,"",0,0,0,0,0,0
01e3eedc-6114-462f-beb4-33cdb2984250,Crédito ,"",ambiguous,credito;credito,1,0,1,0,0,0
01e3eedc-6114-462f-beb4-33cdb2984250,Si ,"",no_match,"",0,0,0,0,0,0
01e3eedc-6114-462f-beb4-33cdb2984250,Crédito simple ,"",ambiguous,credito;credito,1,0,1,0,0,0
